Employee ID,Leave_Start_Date,Leave_End_Date,Date of joining the company,Type of Leave,Reason of Leave,Department/Team,Position in team,Application Status
608,01-02-2017,01-02-2017,02-01-2017,Earned Leave Intern COE,sick,Not Available,Forex Intern,Approved
608,20-01-2017,20-01-2017,02-01-2017,Earned Leave Intern COE,family function,Not Available,Forex Intern,Approved
608,14-03-2017,14-03-2017,02-01-2017,Earned Leave Intern COE,family function,Not Available,Forex Intern,Approved
608,22-03-2017,22-03-2017,02-01-2017,Earned Leave Intern COE,not well,Not Available,Forex Intern,Approved
608,27-03-2017,27-03-2017,02-01-2017,Earned Leave Intern COE,not well,Not Available,Forex Intern,Approved
608,30-03-2017,30-03-2017,02-01-2017,Earned Leave Intern COE,family function,Not Available,Forex Intern,Approved
608,17-02-2017,17-02-2017,02-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,family function,Not Available,Forex Intern,Approved
81,10-03-2017,16-03-2017,11-02-2015,Earned Leave Confirmed COE,Going native place for the festival,null,Forex Trader,Approved
81,17-03-2017,17-03-2017,11-02-2015,Earned Leave Confirmed COE,Flight delayed,null,Forex Trader,Approved
81,17-03-2017,17-03-2017,11-02-2015,Casual Leave Confirmed COE,Flight delayed,null,Forex Trader,Approved
81,27-01-2017,27-01-2017,11-02-2015,Casual Leave Confirmed COE,Family function,null,Forex Trader,Rejected
110,11-04-2017,11-04-2017,01-07-2016,Sick Leave Confirmed COE,sick leave,null,Trainee Dealer,Approved
110,20-03-2017,20-03-2017,01-07-2016,Earned Leave Confirmed COE,Sick Leave ,null,Trainee Dealer,Approved
110,02-05-2017,05-05-2017,01-07-2016,Earned Leave Confirmed COE,Out of Mumbai,null,Trainee Dealer,Approved
110,28-04-2017,28-04-2017,01-07-2016,Casual Leave Confirmed COE,Out of Mumbai,null,Trainee Dealer,Approved
203,10-04-2017,10-04-2017,01-07-2016,Earned Leave Confirmed COE,Suffering from sore eyes,null,Trainee Dealer,Approved
203,10-03-2017,10-03-2017,01-07-2016,Earned Leave Confirmed COE,Work regarding passport at passport office ,null,Trainee Dealer,Approved
203,22-03-2017,22-03-2017,01-07-2016,Earned Leave Confirmed COE,Nephews first birthday ,null,Trainee Dealer,Approved
203,28-03-2017,28-03-2017,01-07-2016,Earned Leave Confirmed COE,Suffering from cold and fever ,null,Trainee Dealer,Approved
203,05-04-2017,05-04-2017,01-07-2016,Casual Leave Confirmed COE,Appointment with dentist ,null,Trainee Dealer,Approved
203,23-12-2016,23-12-2016,01-07-2016,Earned Leave Intern COE,Cousins wedding at dombivali ,null,Trainee Dealer,Approved
203,07-02-2017,07-02-2017,01-07-2016,Earned Leave Intern COE,Family function at home ,null,Trainee Dealer,Approved
203,02-01-2017,03-01-2017,01-07-2016,Earned Leave Intern COE,Out of Mumbai for some personal reasons ,null,Trainee Dealer,Approved
203,09-01-2017,09-01-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,Suffering from cold n fever,null,Trainee Dealer,Approved
41,02-02-2017,02-02-2017,16-08-2016,Earned Leave Confirmed VHR,not well high fever,Business Process Management,Specialist IT,Approved
41,20-01-2017,25-01-2017,16-08-2016,Earned Leave Confirmed VHR,My Cousion sister's  marriage,Business Process Management,Specialist IT,Approved
41,31-03-2017,31-03-2017,16-08-2016,Casual Leave Confirmed VHR,Urgent work,Business Process Management,Specialist IT,Approved
41,02-05-2017,02-05-2017,16-08-2016,Sick Leave Confirmed VHR,Not Well High blood pressure,Business Process Management,Specialist IT,Pending
41,14-04-2017,14-04-2017,16-08-2016,Casual Leave Confirmed VHR,Urgent Work,Business Process Management,Specialist IT,Pending
207,24-03-2017,24-03-2017,01-08-2016,Earned Leave Confirmed COE,Exam purpose,null,Trainee Dealer,Approved
207,28-03-2017,28-03-2017,01-08-2016,Earned Leave Confirmed COE,Family function ,null,Trainee Dealer,Approved
207,15-02-2017,15-02-2017,01-08-2016,Earned Leave Intern COE,family work,null,Trainee Dealer,Approved
823,24-04-2017,24-04-2017,23-02-2017,Earned Leave Intern COE,Bills payment,Not Available,Forex Intern,Approved
823,28-04-2017,28-04-2017,23-02-2017,Earned Leave Intern COE,weeding ,Not Available,Forex Intern,Approved
823,29-03-2017,29-03-2017,23-02-2017,Earned Leave Intern COE,opening of bank account ,Not Available,Forex Intern,Approved
418,01-12-2016,02-12-2016,01-03-2016,Casual Leave Confirmed VHR,Brother Health Issue,Tech Infra,Project Manager,Approved
418,23-02-2017,24-02-2017,01-03-2016,Casual Leave Confirmed VHR,Urgent work at home,Tech Infra,Project Manager,Approved
455,04-04-2017,04-04-2017,01-12-2016,Earned Leave Intern COE,"Prayer meeting , outstation",Not Available,Forex Intern,Approved
455,20-04-2017,20-04-2017,01-12-2016,Earned Leave Intern COE,Personal ,Not Available,Forex Intern,Approved
455,27-04-2017,27-04-2017,01-12-2016,Earned Leave Intern COE,Personal ,Not Available,Forex Intern,Approved
455,13-02-2017,13-02-2017,01-12-2016,Earned Leave Intern COE,Outstation,Not Available,Forex Intern,Approved
455,20-01-2017,20-01-2017,01-12-2016,Earned Leave Intern COE,Medical Leave ,Not Available,Forex Intern,Approved
455,16-02-2017,16-02-2017,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Emergency Leave,Not Available,Forex Intern,Approved
455,17-02-2017,17-02-2017,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Sick Leave,Not Available,Forex Intern,Approved
455,28-02-2017,28-02-2017,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Emergency LEave,Not Available,Forex Intern,Approved
455,23-01-2017,23-01-2017,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Emergency Leave,Not Available,Forex Intern,Approved
455,27-01-2017,27-01-2017,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Emergency Leave,Not Available,Forex Intern,Approved
455,06-03-2017,07-03-2017,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Sick Leave ,Not Available,Forex Intern,Approved
455,08-03-2017,08-03-2017,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Sick Leave,Not Available,Forex Intern,Approved
455,28-03-2017,28-03-2017,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Sick Leave,Not Available,Forex Intern,Approved
455,10-02-2017,10-02-2017,01-12-2016,Earned Leave Intern COE,Personal Leave,Not Available,Forex Intern,Rejected
150,06-04-2017,06-04-2017,25-01-2016,Earned Leave Confirmed COE,wasn't feeling well.,Business Process Management,AVP,Approved
150,12-04-2017,12-04-2017,25-01-2016,Earned Leave Confirmed COE,had some bank work to do.,Business Process Management,AVP,Approved
150,07-03-2017,07-03-2017,25-01-2016,Earned Leave Confirmed COE,not feeling well,Business Process Management,AVP,Approved
150,16-03-2017,16-03-2017,25-01-2016,Earned Leave Confirmed COE,wasn't feeling well.,Business Process Management,AVP,Approved
150,29-03-2017,29-03-2017,25-01-2016,Earned Leave Confirmed COE,wasn't feeling well.,Business Process Management,AVP,Approved
150,02-03-2017,02-03-2017,25-01-2016,Casual Leave Confirmed COE,not feeling well,Business Process Management,AVP,Approved
150,15-02-2017,15-02-2017,25-01-2016,Earned Leave Confirmed COE,not feeling well,Business Process Management,AVP,Rejected
150,16-02-2017,16-02-2017,25-01-2016,Earned Leave Confirmed COE,not feeling well,Business Process Management,AVP,Rejected
150,22-02-2017,22-02-2017,25-01-2016,Earned Leave Confirmed COE,had to travel with dad to the airport,Business Process Management,AVP,Rejected
594,02-05-2017,02-05-2017,20-12-2016,Earned Leave Intern COE,NOT WELL,Not Available,Forex Intern,Approved
594,12-04-2017,18-04-2017,20-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,For Examination,Not Available,Forex Intern,Pending
662,18-04-2017,18-04-2017,09-02-2017,Earned Leave Intern COE,Project submission,Not Available,Forex Intern,Approved
662,04-04-2017,04-04-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Ala Presentation in collage,Not Available,Forex Intern,Approved
662,06-04-2017,07-04-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Internal Examination in collage,Not Available,Forex Intern,Approved
662,12-04-2017,12-04-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Class test-2 in collage,Not Available,Forex Intern,Approved
662,24-04-2017,24-04-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,feeling not well ..!,Not Available,Forex Intern,Approved
662,16-03-2017,16-03-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Project fair in gtu tech fest in collage,Not Available,Forex Intern,Approved
662,20-03-2017,20-03-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Need to be there for my final year Project Presentation..!,Not Available,Forex Intern,Approved
662,22-03-2017,22-03-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,final Project presentation in collage,Not Available,Forex Intern,Approved
662,27-03-2017,27-03-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,For final project fair in collage,Not Available,Forex Intern,Approved
662,30-03-2017,30-03-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,have to go for gtu fees in collage,Not Available,Forex Intern,Approved
662,17-04-2017,17-04-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Subject submission,Not Available,Forex Intern,Rejected
662,26-04-2017,28-04-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,final gtu Examination ,Not Available,Forex Intern,Pending
662,02-05-2017,02-05-2017,09-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Final gtu examination,Not Available,Forex Intern,Pending
650,17-04-2017,17-04-2017,02-02-2017,Earned Leave Intern COE,sick / unwell,Not Available,Forex Intern,Approved
650,21-04-2017,21-04-2017,02-02-2017,Earned Leave Intern COE,Family Function,Not Available,Forex Intern,Approved
650,20-02-2017,20-02-2017,02-02-2017,Earned Leave Intern COE,family function,Not Available,Forex Intern,Approved
650,17-03-2017,17-03-2017,02-02-2017,Earned Leave Intern COE,passport verification purpose,Not Available,Forex Intern,Approved
650,22-03-2017,23-03-2017,02-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,police verification,Not Available,Forex Intern,Approved
87,03-03-2017,03-03-2017,01-02-2016,Casual Leave Confirmed COE,Traveling out of town from Friday evening to Sunday,null,Trainee Dealer,Approved
87,15-02-2017,15-02-2017,01-02-2016,Earned Leave Confirmed COE,Dentists Appointment,null,Trainee Dealer,Rejected
87,17-01-2017,17-01-2017,01-02-2016,Earned Leave Confirmed COE,Need to attend a cousins wedding in the morning,null,Trainee Dealer,Pending
97,06-01-2017,06-01-2017,01-06-2016,Earned Leave Confirmed COE,Viral fever severe cold,null,Trainee Dealer,Rejected
97,24-01-2017,24-01-2017,01-06-2016,Earned Leave Confirmed COE,To see off uncle at the airport as he is leaving for australia.,null,Trainee Dealer,Rejected
78,14-03-2017,14-03-2017,11-02-2015,Earned Leave Confirmed COE,Family Function ,null,Team Leader Forex Trading,Approved
78,28-04-2017,28-04-2017,11-02-2015,Casual Leave Confirmed COE,Family Function,null,Team Leader Forex Trading,Approved
78,13-02-2017,15-02-2017,11-02-2015,Earned Leave Confirmed COE,Family Function,null,Team Leader Forex Trading,Rejected
78,23-01-2017,23-01-2017,11-02-2015,Earned Leave Confirmed COE,Not feeling well ,null,Team Leader Forex Trading,Rejected
456,12-01-2017,12-01-2017,01-12-2016,Earned Leave Intern COE,Family Function,Not Available,Forex Intern,Approved
456,27-02-2017,10-03-2017,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,External Exams  Sem-4,Not Available,Forex Intern,Approved
456,23-01-2017,27-01-2017,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Exams,Not Available,Forex Intern,Approved
185,21-04-2017,21-04-2017,01-04-2016,Earned Leave Confirmed COE,To attend my friend marriage.,null,Trainee Dealer,Approved
185,23-03-2017,23-03-2017,01-04-2016,Earned Leave Confirmed COE,My uncle is no more. I have to go to meet his family.,null,Trainee Dealer,Approved
185,01-02-2017,01-02-2017,01-04-2016,Earned Leave Intern COE,Not well,null,Trainee Dealer,Approved
185,02-01-2017,02-01-2017,01-04-2016,Earned Leave Intern COE,To attend family function ,null,Trainee Dealer,Approved
185,20-01-2017,20-01-2017,01-04-2016,Leave Without Pay for SixCap Mumbai COE Intern,Engagement ceremony of my friend,null,Trainee Dealer,Approved
185,20-02-2017,20-02-2017,01-04-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not well,null,Trainee Dealer,Rejected
185,02-05-2017,03-05-2017,01-04-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Out of station,null,Trainee Dealer,Pending
96,10-04-2017,10-04-2017,02-05-2016,Earned Leave Confirmed COE,Fever,null,Trainee Dealer,Approved
96,27-02-2017,27-02-2017,02-05-2016,Sick Leave Confirmed COE,Fever ,null,Trainee Dealer,Rejected
96,07-02-2017,07-02-2017,02-05-2016,Earned Leave Confirmed COE,Personal work ,null,Trainee Dealer,Rejected
96,28-02-2017,28-02-2017,02-05-2016,Earned Leave Confirmed COE,Personal Reason,null,Trainee Dealer,Rejected
96,06-01-2017,06-01-2017,02-05-2016,Earned Leave Confirmed COE,Personal Reason,null,Trainee Dealer,Rejected
96,10-01-2017,10-01-2017,02-05-2016,Earned Leave Confirmed COE,Personal Work,null,Trainee Dealer,Rejected
96,31-03-2017,31-03-2017,02-05-2016,Earned Leave Confirmed COE,Personal Work,null,Trainee Dealer,Pending
157,17-03-2017,17-03-2017,01-03-2016,Earned Leave Confirmed COE,Not feeling well,Business Process Management,AVP,Approved
157,30-01-2017,30-01-2017,01-03-2016,Earned Leave Intern COE,Server headache,Business Process Management,AVP,Rejected
157,30-01-2017,30-01-2017,01-03-2016,Leave Without Pay for SixCap Mumbai COE Intern,Server headache,Business Process Management,AVP,Rejected
861,03-04-2017,03-04-2017,15-03-2017,Earned Leave Intern COE,medical leave,Finance,Forex Intern,Approved
861,04-04-2017,07-04-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,medical leave,Finance,Forex Intern,Approved
861,23-03-2017,24-03-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,medical checkup,Finance,Forex Intern,Approved
861,30-03-2017,31-03-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,Operation of   Fistula Disease,Finance,Forex Intern,Approved
158,03-04-2017,04-04-2017,01-03-2016,Earned Leave Confirmed COE,mother sick have and kidney stone operation,null,Trainee Dealer,Approved
158,24-04-2017,24-04-2017,01-03-2016,Earned Leave Confirmed COE,mother in hospital have low blood suger,null,Trainee Dealer,Approved
158,06-02-2017,06-02-2017,01-03-2016,Earned Leave Confirmed COE,family function,null,Trainee Dealer,Rejected
158,07-02-2017,07-02-2017,01-03-2016,Earned Leave Confirmed COE,family function,null,Trainee Dealer,Rejected
158,27-01-2017,27-01-2017,01-03-2016,Earned Leave Confirmed COE,fever and cold,null,Trainee Dealer,Rejected
158,02-05-2017,02-05-2017,01-03-2016,Earned Leave Confirmed COE,body feeling shakiness and chest discomfort thus went for ECG test,null,Trainee Dealer,Pending
141,14-03-2017,14-03-2017,19-10-2015,Earned Leave Confirmed COE,Having some family function,null,Trainee Dealer,Approved
141,02-05-2017,12-05-2017,19-10-2015,Leave Without Pay LWP Confirmed SixCap Mumbai COE,My Wedding ceremony held at my home town,null,Trainee Dealer,Approved
141,23-01-2017,23-01-2017,19-10-2015,Earned Leave Confirmed COE,Having engagement ceremony in my hometown ,null,Trainee Dealer,Rejected
141,06-02-2017,07-02-2017,19-10-2015,Leave Without Pay LWP Confirmed SixCap Mumbai COE,My sister wedding ceremony held at my home town,null,Trainee Dealer,Rejected
141,30-01-2017,30-01-2017,19-10-2015,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Have some emergency at home,null,Trainee Dealer,Rejected
82,21-03-2017,21-03-2017,16-02-2015,Casual Leave Confirmed COE,Friend's funeral,null,Forex Trader,Approved
82,09-02-2017,13-02-2017,16-02-2015,Earned Leave Confirmed COE,Going out of town.,null,Forex Trader,Rejected
82,28-02-2017,28-02-2017,16-02-2015,Earned Leave Confirmed COE,Family function,null,Forex Trader,Rejected
16,23-02-2017,23-02-2017,28-08-2015,Sick Leave Confirmed VHR,Sick leave,Talent Acquitision,Sr Specialist BPM,Approved
462,03-04-2017,03-04-2017,03-12-2016,Earned Leave Intern COE,personal work,Not Available,Forex Intern,Approved
462,11-01-2017,11-01-2017,03-12-2016,Earned Leave Intern COE,passport police verification process,Not Available,Forex Intern,Approved
462,11-01-2017,11-01-2017,03-12-2016,Earned Leave Intern COE,passport police verification process,Not Available,Forex Intern,Approved
462,11-01-2017,11-01-2017,03-12-2016,Earned Leave Intern COE,passport police verification process,Not Available,Forex Intern,Approved
462,18-01-2017,18-01-2017,03-12-2016,Earned Leave Intern COE,family function,Not Available,Forex Intern,Approved
462,23-03-2017,23-03-2017,03-12-2016,Earned Leave Intern COE,religious function,Not Available,Forex Intern,Approved
462,01-02-2017,01-02-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,meet with accident,Not Available,Forex Intern,Approved
462,24-02-2017,24-02-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,funtion,Not Available,Forex Intern,Approved
648,21-04-2017,21-04-2017,31-01-2017,Earned Leave Intern COE,I HAVE TO GO HOSPITAL WITH MY FATHER FOR CHECK UP. SO PLEASE GIVE ME LEAVE.,Not Available,Forex Intern,Approved
